Well_ID,X(ft),Y(ft),Completion,Elevation Kelly Bushing (ft), MD (ft),Poro(v/v),Permeability (mD),RHOB(g/cm3),DTS(us/ft),DT(us/ft),PEF(B/E),RD(OHMM),RS(OHMM),ROP,DENC(g/cm3),NPHI(v/v),Zone
Well_15,134837.26,83865.82,Lower,182.29,4264.801183,-999,-999,2.518761765,-999,43.53721197,-999,131.4619348,143.8496829,-999,-999,0.129900246,Upper
Well_15,134837.26,83865.82,Lower,182.29,4271.361183,0.090941711,-999,2.567489781,-999,1.141756612,-999,145.7807437,154.9837866,-999,-999,0.104929952,Upper
Well_15,109560.26,86833.62,Lower,184.45,4277.921183,-999,-999,2.9818902,-999,82.65359818,-999,69.66675154,72.45273706,-999,-999,0.339056031,Upper
Well_15,109560.26,86833.62,Lower,184.45,4284.481183,0.162469844,-999,2.447060925,-999,79.60315898,-999,73.22085512,75.24815578,-999,-999,0.245450796,Upper
Well_15,109560.26,86833.62,Lower,184.45,4291.041183,-999,-999,2.382196957,-999,111.70224,-999,89.20197994,91.72664171,-999,-999,0.553234188,Upper
Well_15,109560.26,86833.62,Lower,184.45,4297.601183,0.170303024,-999,2.376321315,-999,133.1406784,-999,76.13058439,82.54096273,-999,-999,0.740865536,Upper
Well_15,109560.26,86833.62,Lower,184.45,4304.161183,-999,-999,2.217189615,-999,100.8455922,-999,44.75061938,51.41633807,-999,-999,0.402625477,Upper
Well_15,109560.26,86833.62,Lower,184.45,4310.721183,0.18694683,-999,2.318788522,-999,83.2730332,-999,42.67948102,49.78313117,-999,-999,0.261405823,Upper
Well_15,109560.26,86833.62,Lower,184.45,4317.281183,-999,-999,2.155922192,-999,126.2099525,-999,48.79600683,59.07261,-999,-999,0.376934386,Upper
Well_15,109560.26,86833.62,Lower,184.45,4323.841183,0.143805535,-999,2.428580952,-999,76.46140958,-999,79.77545656,88.79374012,-999,-999,0.205314279,Upper
Well_15,109560.26,86833.62,Lower,184.45,4330.401183,-999,-999,2.491957755,-999,108.8860214,-999,237.2142872,184.9315938,-999,-999,0.250939362,Upper
Well_15,109560.26,86833.62,Lower,184.45,4336.961183,0.172810587,-999,2.147906107,-999,131.6560906,-999,90.81702294,99.76828236,-999,-999,0.650957359,Upper
Well_15,109560.26,86833.62,Lower,184.45,4343.521183,-999,-999,2.410158215,-999,94.89308885,-999,80.33534895,73.77348841,-999,-999,0.214946506,Upper
Well_15,109560.26,86833.62,Lower,184.45,4350.081183,0.200506381,-999,2.096809621,-999,107.4458743,-999,116.2496612,92.36118229,-999,-999,0.67899529,Upper
Well_15,109560.26,86833.62,Lower,184.45,4356.641183,-999,-999,2.151083026,-999,129.87541,-999,66.22276737,77.46942791,-999,-999,0.506493007,Upper
Well_15,109560.26,86833.62,Lower,184.45,4363.201183,0.230846144,-999,2.156504862,-999,126.4844659,-999,43.23894986,57.47427979,-999,-999,0.327205609,Upper
Well_15,109560.26,86833.62,Lower,184.45,4369.761183,-999,-999,2.241093016,-999,70.28512595,-999,101.7275605,79.26761647,-999,-999,0.24566713,Upper
Well_15,109560.26,86833.62,Lower,184.45,4376.321183,0.224742673,-999,2.156538105,-999,126.4827235,-999,43.26918269,57.49322235,-999,-999,0.327370133,Upper
Well_15,109560.26,86833.62,Lower,184.45,4382.881183,-999,-999,2.40631793,-999,93.83443265,-999,76.14659421,72.17514779,-999,-999,0.220952818,Upper
Well_15,109560.26,86833.62,Lower,184.45,4389.441183,0.137432322,-999,2.336433279,-999,79.26870032,-999,39.83120173,54.86694072,-999,-999,0.191838789,Upper
Well_15,109560.26,86833.62,Lower,184.45,4396.001183,-999,-999,2.660817437,-999,46.51947922,-999,11.11417861,9.635725926,-999,-999,0.058115061,Upper
Well_15,109560.26,86833.62,Lower,184.45,4402.561183,0.071785922,-999,2.581197649,-999,28.77038208,-999,126.8451175,143.6344251,-999,-999,0.120534649,Upper
Well_15,109560.26,86833.62,Lower,184.45,4409.121183,-999,-999,2.889140349,-999,81.62112131,-999,79.32048144,86.08244467,-999,-999,0.236390332,Lower
Well_15,109560.26,86833.62,Lower,184.45,4415.681183,0.041087577,-999,2.790720391,-999,83.29841317,-999,80.44964198,93.14911067,-999,-999,0.268452458,Lower
Well_15,109560.26,86833.62,Lower,184.45,4422.241183,-999,-999,2.462583499,-999,58.23381991,-999,267.7540869,275.1683811,-999,-999,0.157603443,Lower
Well_15,109560.26,86833.62,Lower,184.45,4428.801183,0.19162447,-999,2.387161478,-999,109.0316541,-999,92.86842957,86.40816242,-999,-999,0.407060374,Lower
Well_15,109560.26,86833.62,Lower,184.45,4435.361183,-999,-999,2.137658805,-999,122.6960934,-999,36.16834487,47.41581979,-999,-999,0.307945306,Lower
Well_15,109560.26,86833.62,Lower,184.45,4441.921183,0.234113535,-999,2.186212459,-999,113.5434383,-999,55.91548038,44.46370069,-999,-999,0.355988812,Lower
Well_15,109560.26,86833.62,Lower,184.45,4448.481183,-999,-999,2.382478278,-999,68.4549794,-999,86.25210731,90.8832505,-999,-999,0.17914187,Lower
Well_15,109560.26,86833.62,Lower,184.45,4455.041183,0.232552612,-999,2.053900385,-999,116.0234199,-999,28.39984614,31.26489422,-999,-999,0.409484166,Lower
Well_15,109560.26,86833.62,Lower,184.45,4461.601183,-999,-999,2.156461005,-999,126.4867647,-999,43.19906503,57.44928971,-999,-999,0.326988559,Lower
Well_15,109560.26,86833.62,Lower,184.45,4468.161183,0.231811596,-999,2.212297923,-999,110.6197632,-999,52.17579884,40.14642188,-999,-999,0.3460057,Lower
Well_15,109560.26,86833.62,Lower,184.45,4474.721183,-999,-999,2.131251612,-999,78.67433589,-999,81.52718144,68.74527017,-999,-999,0.266207683,Lower
Well_15,109560.26,86833.62,Lower,184.45,4481.281183,0.241401718,-999,2.053900681,-999,116.0235509,-999,28.39972757,31.2648127,-999,-999,0.409371397,Lower
Well_15,109560.26,86833.62,Lower,184.45,4487.841183,-999,-999,2.205937595,-999,112.14044,-999,55.04232961,42.31111483,-999,-999,0.347929936,Lower
Well_15,109560.26,86833.62,Lower,184.45,4494.401183,0.242700406,-999,2.186296697,-999,113.5395378,-999,55.91440246,44.45539672,-999,-999,0.355918551,Lower
Well_15,109560.26,86833.62,Lower,184.45,4500.961183,-999,-999,2.017192014,-999,109.1691463,-999,113.9182116,119.6515017,-999,-999,1.021738196,Lower
Well_15,109560.26,86833.62,Lower,184.45,4507.521183,0.171997015,-999,2.290495288,-999,105.2035978,-999,84.90449512,87.20242341,-999,-999,0.550108987,Lower
Well_15,109560.26,86833.62,Lower,184.45,4514.081183,-999,-999,2.352105705,-999,94.07226746,-999,44.30124209,49.03814001,-999,-999,0.245467732,Lower
Well_15,109560.26,86833.62,Lower,184.45,4520.641183,0.179295866,-999,2.183342196,-999,109.7954163,-999,41.80831559,48.1133465,-999,-999,0.30153886,Lower
Well_15,109560.26,86833.62,Lower,184.45,4527.201183,-999,-999,2.261873169,-999,124.8253597,-999,64.31180412,70.54920585,-999,-999,0.542292545,Lower
Well_15,109560.26,86833.62,Lower,184.45,4533.761183,0.180992581,-999,2.322877067,-999,95.08769328,-999,48.05284247,51.0046778,-999,-999,0.302368515,Lower
Well_15,109560.26,86833.62,Lower,184.45,4540.321183,-999,-999,2.632600981,-999,42.27253765,-999,125.701037,139.4945521,-999,-999,0.131354195,Lower
Well_15,109560.26,86833.62,Lower,184.45,4546.881183,0.047158003,-999,2.536949284,-999,89.352135,-999,227.4593857,179.7433621,-999,-999,0.344248502,Lower
Well_16,112898.58,91601.46,Lower,168.63,4435.008038,0.124279,-999,2.515232146,-999,67.65214533,5.669299968,132.1456979,140.7251685,17.64908118,0.076483297,0.137142389,Upper
Well_16,112898.58,91601.46,Lower,168.63,4441.568038,-999,-999,2.589577118,-999,65.51332868,5.960774179,184.0451161,197.5312401,18.96429366,0.076161908,0.105926618,Upper
Well_16,112898.58,91601.46,Lower,168.63,4448.128038,0.095276282,-999,2.59189953,-999,73.1503347,6.188472577,194.4624339,200.6723488,21.41107485,0.06766374,0.122315032,Upper
Well_16,112898.58,91601.46,Lower,168.63,4454.688038,-999,-999,2.599825926,-999,69.40588597,6.015693424,207.1789707,250.3344436,21.74446217,0.069233745,0.105860082,Upper
Well_16,112898.58,91601.46,Lower,168.63,4461.248038,0.098235914,-999,2.56654236,-999,77.86113086,6.37524006,162.5578983,167.838632,20.91514,0.056956412,0.12457415,Upper
Well_16,112898.58,91601.46,Lower,168.63,4467.808038,-999,-999,2.537431419,-999,66.15340543,6.179944388,193.5132139,243.142317,19.82199231,0.072200512,0.103255612,Upper
Well_16,112898.58,91601.46,Lower,168.63,4474.368038,0.097894537,-999,2.520405777,-999,79.91737961,6.348272645,162.618076,165.6539675,21.42614125,0.044765084,0.215964056,Upper
Well_16,112898.58,91601.46,Lower,168.63,4480.928038,-999,-999,2.506700261,-999,72.34627483,5.762925168,141.2439815,133.7907768,22.52364862,0.060300104,0.144093486,Upper
Well_16,112898.58,91601.46,Lower,168.63,4487.488038,0.15207946,-999,2.4133989,-999,83.71151614,5.782597131,74.51454427,76.14956205,14.89449385,0.066190098,0.201905501,Upper
Well_16,112898.58,91601.46,Lower,168.63,4494.048038,-999,-999,2.404440478,-999,87.1677573,5.672727816,61.30596527,59.51330362,19.85483051,0.056962843,0.193140301,Upper
Well_16,112898.58,91601.46,Lower,168.63,4500.608038,0.104763323,-999,2.505456348,-999,60.71032725,5.854947164,202.2178976,244.8395977,20.00291702,0.060444463,0.112642842,Upper
Well_16,112898.58,91601.46,Lower,168.63,4507.168038,-999,-999,2.693151506,-999,78.74807873,7.268472282,212.6880854,325.903751,19.80963985,0.071866646,0.283125707,Upper
Well_16,112898.58,91601.46,Lower,168.63,4513.728038,0.133975401,-999,2.470859368,-999,79.68201094,6.18344386,126.3181167,117.9230237,24.2246946,0.042610524,0.199667091,Upper
Well_16,112898.58,91601.46,Lower,168.63,4520.288038,-999,-999,2.434889553,-999,77.47462182,6.018910325,190.4757236,220.5387649,20.0586311,0.045069854,0.141022689,Upper
Well_16,112898.58,91601.46,Lower,168.63,4526.848038,0.168420222,-999,2.412614816,-999,88.61489587,5.630024154,86.95465385,108.7306669,19.86285624,0.054151541,0.178802245,Upper
Well_16,112898.58,91601.46,Lower,168.63,4533.408038,-999,-999,2.422950121,-999,74.45179435,5.570213424,93.48997588,90.45963516,20.96690992,0.048810373,0.157521951,Upper
Well_16,112898.58,91601.46,Lower,168.63,4539.968038,0.184358451,-999,2.404474567,-999,87.15458078,5.671451923,61.37986477,59.58586393,19.8573616,0.057012759,0.193059949,Upper
Well_16,112898.58,91601.46,Lower,168.63,4546.528038,-999,-999,2.403782293,-999,86.19524209,5.569472645,67.80638798,69.06502253,19.96072268,0.059579481,0.189100649,Upper
Well_16,112898.58,91601.46,Lower,168.63,4553.088038,0.088206461,-999,2.590864511,-999,69.06485344,6.173888275,207.8334194,254.2011568,21.28063619,0.062397594,0.111323502,Upper
Well_16,112898.58,91601.46,Lower,168.63,4559.648038,-999,-999,2.64013886,-999,68.00753171,6.937881557,162.2385422,172.1934258,19.79987842,0.07663092,0.105249318,Upper
Well_16,112898.58,91601.46,Lower,168.63,4566.208038,0.069769738,-999,2.601603849,-999,70.5142596,6.578570246,251.7484025,262.3725729,23.44381287,0.05770464,0.197647487,Lower
Well_16,112898.58,91601.46,Lower,168.63,4572.768038,-999,-999,2.691123372,-999,70.97232811,6.819824074,486.6990751,700.0937127,16.68787009,0.062128447,0.071596528,Lower
Well_16,112898.58,91601.46,Lower,168.63,4579.328038,0.074314629,-999,2.58708491,-999,67.00480553,6.115247037,215.3461458,274.6538951,19.81374982,0.076014218,0.099088081,Lower
Well_16,112898.58,91601.46,Lower,168.63,4585.888038,-999,-999,2.465169884,-999,66.81713055,5.794443705,111.889867,125.5810895,19.62208356,0.065071705,0.167391259,Lower
Well_16,112898.58,91601.46,Lower,168.63,4592.448038,0.164873449,-999,2.445410822,-999,72.592246,5.855652881,141.9824297,149.2384806,20.66810516,0.03698209,0.141847013,Lower
Well_16,112898.58,91601.46,Lower,168.63,4599.008038,-999,-999,2.419661469,-999,79.32191818,5.41084986,115.1530318,124.1469598,18.30544531,0.049933238,0.165958829,Lower
Well_16,112898.58,91601.46,Lower,168.63,4605.568038,0.210122137,-999,2.343700674,-999,84.46094184,5.202646908,59.85941082,58.17957497,20.01415019,0.056449692,0.201150366,Lower
Well_16,112898.58,91601.46,Lower,168.63,4612.128038,-999,-999,2.299164863,-999,89.94210247,5.211079022,42.33915683,41.78297266,19.74670622,0.047732432,0.221342129,Lower
Well_16,112898.58,91601.46,Lower,168.63,4618.688038,0.218018011,-999,2.356353595,-999,85.2280571,5.279734925,63.8691541,66.29094271,21.78205163,0.063551903,0.209950272,Lower
Well_16,112898.58,91601.46,Lower,168.63,4625.248038,-999,-999,2.318096082,-999,83.30598695,5.281557658,54.91719966,51.06982465,21.98116301,0.040064742,0.200557101,Lower
Well_16,112898.58,91601.46,Lower,168.63,4631.808038,0.234137889,-999,2.295630574,-999,86.82731742,5.193698603,48.3765645,48.67312901,18.48620667,0.051541901,0.224296406,Lower
Well_16,112898.58,91601.46,Lower,168.63,4638.368038,-999,-999,2.36039527,-999,79.93539044,5.355111477,63.32720106,53.29346672,19.18999371,0.059616782,0.212026241,Lower
Well_16,112898.58,91601.46,Lower,168.63,4644.928038,0.208299423,-999,2.355461865,-999,81.62853032,5.244472425,55.17118539,51.43211768,20.91342027,0.052354547,0.190242638,Lower
Well_16,112898.58,91601.46,Lower,168.63,4651.488038,-999,-999,2.34033593,-999,78.15245453,5.414557711,63.28744047,70.13222597,16.57738364,0.048507472,0.208578537,Lower
Well_16,112898.58,91601.46,Lower,168.63,4658.048038,0.214395788,-999,2.352992249,-999,88.11032659,5.596942007,47.65430441,44.5952594,19.77317832,0.050181107,0.216383045,Lower
Well_16,112898.58,91601.46,Lower,168.63,4664.608038,-999,-999,2.690899217,-999,70.98893803,6.817243484,486.8901676,701.3624327,16.66533125,0.062431057,0.071677784,Lower
Well_16,112898.58,91601.46,Lower,168.63,4671.168038,0.181188243,-999,2.441999294,-999,71.85510242,5.64400652,84.49620151,66.14743494,25.03714864,0.055148,0.131748975,Lower
Well_16,112898.58,91601.46,Lower,168.63,4677.728038,-999,-999,2.514154875,-999,79.08394578,5.979833063,84.82109638,99.31254265,20.35550399,0.067297255,0.145381973,Lower
Well_16,112898.58,91601.46,Lower,168.63,4684.288038,0.065245791,-999,2.627579811,-999,67.47645793,6.630862515,183.9407779,222.3096142,19.81250257,0.086652918,0.104893466,Lower
Well_16,112898.58,91601.46,Lower,168.63,4690.848038,-999,-999,2.558305195,-999,70.01507248,6.056248697,229.8979251,259.2957191,14.98687857,0.061967535,0.116092863,Lower
Well_17,112766.46,88549.74,Lower,181.35,4452.999989,-999,-999,2.507533455,-999,57.89762473,5.372299223,107.1540672,38.04194837,12.78609474,0.026962694,0.081989846,Upper
Well_17,112766.46,88549.74,Lower,181.35,4459.559989,-999,-999,2.535788366,-999,71.289773,5.238057061,271.3888268,264.1519231,22.17644531,0.021866109,0.124551243,Upper
Well_17,112766.46,88549.74,Lower,181.35,4466.119989,-999,-999,2.258249975,-999,91.82157998,2.549979335,121.5930863,125.5379528,19.54518073,-0.009712504,0.207817276,Upper
Well_17,112766.46,88549.74,Lower,181.35,4472.679989,-999,-999,2.144006608,-999,117.546621,3.073970465,-999,-999,11.90180617,0.013051086,0.26674152,Upper
Well_17,112766.46,88549.74,Lower,181.35,4479.239989,-999,-999,2.181761959,-999,108.7124856,2.672195644,52.44296383,53.48035867,22.11026541,0.005613434,0.268581536,Upper
Well_17,112766.46,88549.74,Lower,181.35,4485.799989,-999,-999,2.175314061,-999,97.14202742,2.761753458,37.90625093,40.76329513,28.35984956,0.016475058,0.266519592,Upper
Well_17,112766.46,88549.74,Lower,181.35,4492.359989,-999,-999,2.436770845,-999,65.65739417,5.512228534,186.3151321,170.1703245,21.6872,0.012288587,0.159059141,Upper
Well_17,112766.46,88549.74,Lower,181.35,4498.919989,-999,-999,2.478987953,-999,68.31633625,5.637439342,196.1977032,189.7972879,23.24007605,0.023379786,0.157208493,Upper
Well_17,112766.46,88549.74,Lower,181.35,4505.479989,-999,-999,2.468532144,-999,91.73411056,3.870680349,424.6384057,466.203621,10.80965852,0.000289387,0.208006559,Upper
Well_17,112766.46,88549.74,Lower,181.35,4512.039989,-999,-999,2.464051514,-999,73.18563037,5.139344473,189.8634914,183.7284115,21.23232874,0.005523714,0.15500638,Upper
Well_17,112766.46,88549.74,Lower,181.35,4518.599989,-999,-999,2.31210101,-999,112.6538783,3.414265581,66.88389355,68.73211629,26.4292503,-0.002172369,0.396402176,Upper
Well_17,112766.46,88549.74,Lower,181.35,4525.159989,-999,-999,2.553191564,-999,100.7110267,3.666346119,20.87866709,29.71692525,5.913857308,0.00132097,0.066181342,Upper
Well_17,112766.46,88549.74,Lower,181.35,4531.719989,-999,-999,2.214436004,-999,85.58475533,3.450888359,53.87742891,57.957447,21.73352944,0.024004563,0.222514914,Upper
Well_17,112766.46,88549.74,Lower,181.35,4538.279989,-999,-999,2.083149734,-999,97.53144666,5.147380487,-999,-999,46.8905436,0.016604366,0.369457709,Upper
Well_17,112766.46,88549.74,Lower,181.35,4544.839989,-999,-999,2.216784052,-999,115.6864767,3.595622574,63.38686069,63.63783861,40.04478174,0.014904006,0.349883857,Upper
Well_17,112766.46,88549.74,Lower,181.35,4551.399989,-999,-999,2.474921226,-999,60.7896518,5.259980651,491.2112677,477.2497783,25.02475375,0.01239872,0.101371058,Upper
Well_17,112766.46,88549.74,Lower,181.35,4557.959989,-999,-999,2.474707922,-999,60.80862875,5.261642952,491.3686546,477.3366769,25.04114014,0.012174176,0.101374179,Upper
Well_17,112766.46,88549.74,Lower,181.35,4564.519989,-999,-999,2.488102703,-999,68.96096204,5.323910653,193.0793857,189.535359,24.32324431,0.023615581,0.154481222,Upper
Well_17,112766.46,88549.74,Lower,181.35,4571.079989,-999,-999,2.530078943,-999,56.81309788,5.758254024,99.16232676,52.43683388,2.760923109,0.035745103,0.059587376,Upper
Well_17,112766.46,88549.74,Lower,181.35,4577.639989,-999,-999,2.571110262,-999,67.59534674,4.966641513,480.573903,440.0105947,10.93765135,0.010030315,0.103492022,Upper
Well_17,112766.46,88549.74,Lower,181.35,4584.199989,-999,-999,2.453499675,-999,81.50412025,4.839540016,246.88336,218.7154574,10.08072879,0.027959906,0.290489181,Upper
Well_17,112766.46,88549.74,Lower,181.35,4590.759989,-999,-999,2.622589527,-999,65.30768129,5.367922798,569.1770282,542.9593984,12.29876567,0.01551068,0.087053037,Upper
Well_17,112766.46,88549.74,Lower,181.35,4597.319989,-999,-999,2.59758975,-999,67.20146128,5.536909785,532.0812201,486.0599261,11.34814744,0.029513687,0.093428213,Upper
Well_17,112766.46,88549.74,Lower,181.35,4603.879989,-999,-999,2.550393203,-999,75.39896529,6.093447882,250.0757769,297.231482,6.878199059,0.036475567,0.152956945,Lower
Well_17,112766.46,88549.74,Lower,181.35,4610.439989,-999,-999,2.50592115,-999,92.54251577,4.427923476,527.8652614,372.9184752,14.03895348,0.010297968,0.207827762,Lower
Well_17,112766.46,88549.74,Lower,181.35,4616.999989,-999,-999,2.536355749,-999,73.77785127,5.368225246,242.1777803,237.2446663,13.38838054,0.019962641,0.133901689,Lower
Well_17,112766.46,88549.74,Lower,181.35,4623.559989,-999,-999,2.466908884,-999,62.23548134,5.636103997,377.1865973,364.3371602,32.99456016,0.014044275,0.123828518,Lower
Well_17,112766.46,88549.74,Lower,181.35,4630.119989,-999,-999,2.50931787,-999,64.51770287,5.391572346,286.6683022,280.0371508,22.84072761,0.014541606,0.114352,Lower
Well_17,112766.46,88549.74,Lower,181.35,4636.679989,-999,-999,2.572263302,-999,85.29567472,4.744162162,106.125364,1531.072086,6.483535869,0.035323122,0.138294537,Lower
Well_17,112766.46,88549.74,Lower,181.35,4643.239989,-999,-999,2.459409874,-999,94.16118,3.845703287,144.9635856,156.8107253,27.65398248,0.019771055,0.255488572,Lower
Well_17,112766.46,88549.74,Lower,181.35,4649.799989,-999,-999,2.474346249,-999,60.84080565,5.264461515,491.6355164,477.4840202,25.06892454,0.011793445,0.101379472,Lower
Well_17,112766.46,88549.74,Lower,181.35,4656.359989,-999,-999,2.451668821,-999,90.41540854,4.416183621,249.5772902,203.1412957,10.0258061,0.03023693,0.283468135,Lower
Well_17,112766.46,88549.74,Lower,181.35,4662.919989,-999,-999,2.265025151,-999,106.4581129,2.882032237,78.08267873,75.0091699,39.75430498,0.013817822,0.280657635,Lower
Well_17,112766.46,88549.74,Lower,181.35,4669.479989,-999,-999,2.136944483,-999,117.0784889,2.338067469,-999,-999,12.57933375,-0.003457953,0.281343966,Lower
Well_17,112766.46,88549.74,Lower,181.35,4676.039989,-999,-999,2.136945148,-999,117.0808522,2.338358879,-999,-999,12.58189733,-0.003455887,0.281209848,Lower
Well_17,112766.46,88549.74,Lower,181.35,4682.599989,-999,-999,2.165692028,-999,101.8462096,2.508188274,38.72072141,42.28529517,40.50624651,0.007902013,0.274544581,Lower
Well_17,112766.46,88549.74,Lower,181.35,4689.159989,-999,-999,2.140412284,-999,114.9494532,2.460855334,-999,-999,14.16854137,0.001242077,0.28421983,Lower
Well_17,112766.46,88549.74,Lower,181.35,4695.719989,-999,-999,2.171538605,-999,114.71148,3.07698187,73.2166918,66.43610955,39.15028449,0.009343989,0.314222245,Lower
Well_17,112766.46,88549.74,Lower,181.35,4702.279989,-999,-999,2.094635992,-999,108.9021455,2.037211478,21.15684275,34.24911048,10.3712,-0.01203501,0.294080856,Lower
Well_17,112766.46,88549.74,Lower,181.35,4708.839989,-999,-999,2.094955038,-999,102.1029987,3.501497262,93.75225985,151.3984865,10.47074237,-0.006303003,0.304583836,Lower
Well_17,112766.46,88549.74,Lower,181.35,4715.399989,-999,-999,2.176896239,-999,110.2415789,2.7142488,75.87003761,72.91948242,38.10605138,0.007644322,0.271855196,Lower
Well_17,112766.46,88549.74,Lower,181.35,4721.959989,-999,-999,2.207373597,-999,109.6125937,3.286120097,2508.770579,2.276773796,24.17240996,0.016657719,0.22897623,Lower
Well_17,112766.46,88549.74,Lower,181.35,4728.519989,-999,-999,2.168955097,-999,89.03704341,2.533422818,35.18026384,38.66823252,21.507542,0.002371703,0.267567886,Lower
Well_17,112766.46,88549.74,Lower,181.35,4735.079989,-999,-999,2.136946499,-999,117.08565,2.3389505,-999,-999,12.58710192,-0.003451692,0.280937561,Lower
Well_17,112766.46,88549.74,Lower,181.35,4741.639989,-999,-999,2.136946475,-999,117.0855644,2.33893994,-999,-999,12.58700902,-0.003451767,0.280942421,Lower
Well_17,112766.46,88549.74,Lower,181.35,4748.199989,-999,-999,2.36085933,-999,86.69310264,2.836233631,88.16694494,107.7843328,16.57349575,-0.010455132,0.174078335,Lower
Well_18,117798.78,90645.7,Upper,194.85,4407.886377,0.111971,-999,2.292303922,-999,66.62019144,3.485918715,138.0593834,98.31237932,8.151437446,-0.004514384,0.365193383,Upper
Well_18,117798.78,90645.7,Upper,194.85,4414.446377,-999,-999,2.56385422,-999,80.61935903,4.769086743,104.4525347,1502.708286,4.910872404,0.017430768,0.125627924,Upper
Well_18,117798.78,90645.7,Upper,194.85,4421.006377,0.148413606,-999,2.314854889,-999,97.0773714,2.890667247,67.54583163,70.31454178,23.26741669,0.001472768,0.216829874,Upper
Well_18,117798.78,90645.7,Upper,194.85,4427.566377,-999,-999,2.229854545,-999,98.28282378,3.034338466,54.52169951,57.00156584,37.20716147,0.016248517,0.266353623,Upper
Well_18,117798.78,90645.7,Upper,194.85,4434.126377,0.182050593,-999,2.103887669,-999,104.5318379,3.835685909,-999,-999,29.05053621,-0.000519731,0.304062458,Upper
Well_18,117798.78,90645.7,Upper,194.85,4440.686377,-999,-999,2.142928651,-999,109.341434,2.399826179,59.88077903,48.92635625,12.45088513,0.002126162,0.286330345,Upper
Well_18,117798.78,90645.7,Upper,194.85,4447.246377,0.169242596,-999,2.170454693,-999,93.99076526,2.524832913,48.5611724,54.03229097,39.58802547,-0.000234249,0.275995824,Upper
Well_18,117798.78,90645.7,Upper,194.85,4453.806377,-999,-999,2.247542029,-999,105.5813888,3.019010272,55.64732991,56.17113714,38.10803247,0.003183346,0.282480896,Upper
Well_18,117798.78,90645.7,Upper,194.85,4460.366377,0.163472493,-999,2.187433364,-999,115.9289141,3.449611127,62.39596657,61.20463319,40.11572543,0.012597356,0.359197128,Upper
Well_18,117798.78,90645.7,Upper,194.85,4466.926377,-999,-999,2.207338839,-999,109.6140463,3.290172491,2492.912952,2.270107597,24.28765889,0.01678579,0.229028606,Upper
Well_18,117798.78,90645.7,Upper,194.85,4473.486377,0.181026723,-999,2.265222776,-999,88.16864791,2.796751462,64.75988218,67.4319339,29.88139225,0.009065512,0.239163004,Upper
Well_18,117798.78,90645.7,Upper,194.85,4480.046377,-999,-999,2.274260156,-999,107.0134552,3.134841551,77.61669858,75.13297195,39.75634585,0.006096057,0.279439415,Upper
Well_18,117798.78,90645.7,Upper,194.85,4486.606377,0.123568265,-999,2.34407072,-999,101.7689994,4.798541562,95.16678066,93.49322392,34.67811606,0.02672641,0.3946703,Upper
Well_18,117798.78,90645.7,Upper,194.85,4493.166377,-999,-999,2.211225523,-999,98.07471512,2.674234062,53.36011086,56.74432388,42.17972605,0.011057046,0.253109178,Upper
Well_18,117798.78,90645.7,Upper,194.85,4499.726377,0.168618522,-999,2.192566434,-999,92.44643237,2.602241412,39.25073187,43.97561961,42.50067486,0.006419086,0.251103739,Upper
Well_18,117798.78,90645.7,Upper,194.85,4506.286377,-999,-999,2.121251086,-999,99.09397195,2.129422462,45.93238961,60.89134144,33.81213634,-0.008890756,0.284234174,Upper
Well_18,117798.78,90645.7,Upper,194.85,4512.846377,0.18542616,-999,2.221200967,-999,96.7297049,2.933376373,178.051366,138.8069271,35.92262862,0.001317121,0.31602882,Upper
Well_18,117798.78,90645.7,Upper,194.85,4519.406377,-999,-999,2.204789778,-999,105.9479118,3.020682086,43.39819007,44.98731906,29.35228362,0.026670227,0.259545478,Upper
Well_18,117798.78,90645.7,Upper,194.85,4525.966377,0.202428143,-999,2.139991848,-999,103.4747391,2.777788093,48.35002652,50.06559886,21.65448902,0.002483358,0.299182553,Upper
Well_18,117798.78,90645.7,Upper,194.85,4532.526377,-999,-999,2.446498164,-999,84.9811719,3.501324393,364.888178,280.787829,8.882425494,-0.003844437,0.180402506,Upper
Well_18,117798.78,90645.7,Upper,194.85,4539.086377,0.059825849,-999,2.523765675,-999,56.60014519,5.701998044,58.80428303,34.0792074,4.013213728,0.025876565,0.076422076,Upper
Well_18,117798.78,90645.7,Upper,194.85,4545.646377,-999,-999,2.522418158,-999,73.05280823,5.309545847,273.5412364,260.1735474,17.04344579,0.011318244,0.126754815,Upper
Well_18,117798.78,90645.7,Upper,194.85,4552.206377,0.063563751,-999,2.615202675,-999,62.00184672,5.169162149,11.25402964,11.65644791,10.71912134,0.008296666,0.075080811,Lower
Well_18,117798.78,90645.7,Upper,194.85,4558.766377,-999,-999,2.503940887,-999,76.9539051,4.06987083,514.1515493,381.5467389,13.43751603,-0.010827876,0.199563516,Lower
Well_18,117798.78,90645.7,Upper,194.85,4565.326377,0.060258522,-999,2.548111004,-999,76.12418809,5.153578486,389.2192969,336.4714843,14.60656883,0.026710091,0.132355229,Lower
Well_18,117798.78,90645.7,Upper,194.85,4571.886377,-999,-999,2.582694493,-999,72.37103166,5.674017324,78.05873863,29.32814712,6.869453459,0.041125672,0.097837732,Lower
Well_18,117798.78,90645.7,Upper,194.85,4578.446377,0.186802037,-999,2.135704503,-999,83.34663288,5.32515045,112.730779,84.60996705,39.56946019,0.047997128,0.370919611,Lower
